,continent,location,date,total_cases,total_deaths,gdp_per_capita,human_development_index,month
80,Asia,Afghanistan,2020-03-20,22.0,0.0,1803.987,0.498,3
81,Asia,Afghanistan,2020-03-21,24.0,0.0,1803.987,0.498,3
82,Asia,Afghanistan,2020-03-22,24.0,0.0,1803.987,0.498,3
83,Asia,Afghanistan,2020-03-23,34.0,0.0,1803.987,0.498,3
84,Asia,Afghanistan,2020-03-24,40.0,1.0,1803.987,0.498,3
85,Asia,Afghanistan,2020-03-25,42.0,1.0,1803.987,0.498,3
86,Asia,Afghanistan,2020-03-26,75.0,1.0,1803.987,0.498,3
87,Asia,Afghanistan,2020-03-27,75.0,1.0,1803.987,0.498,3
88,Asia,Afghanistan,2020-03-28,91.0,2.0,1803.987,0.498,3
89,Asia,Afghanistan,2020-03-29,106.0,3.0,1803.987,0.498,3
90,Asia,Afghanistan,2020-03-30,114.0,4.0,1803.987,0.498,3
91,Asia,Afghanistan,2020-03-31,141.0,4.0,1803.987,0.498,3
92,Asia,Afghanistan,2020-01-04,166.0,4.0,1803.987,0.498,1
93,Asia,Afghanistan,2020-02-04,192.0,4.0,1803.987,0.498,2
94,Asia,Afghanistan,2020-03-04,235.0,4.0,1803.987,0.498,3
95,Asia,Afghanistan,2020-04-04,235.0,4.0,1803.987,0.498,4
96,Asia,Afghanistan,2020-05-04,270.0,5.0,1803.987,0.498,5
97,Asia,Afghanistan,2020-06-04,299.0,7.0,1803.987,0.498,6
98,Asia,Afghanistan,2020-07-04,337.0,7.0,1803.987,0.498,7
99,Asia,Afghanistan,2020-08-04,367.0,11.0,1803.987,0.498,8
100,Asia,Afghanistan,2020-09-04,423.0,14.0,1803.987,0.498,9
101,Asia,Afghanistan,2020-10-04,484.0,15.0,1803.987,0.498,10
102,Asia,Afghanistan,2020-11-04,521.0,15.0,1803.987,0.498,11
103,Asia,Afghanistan,2020-12-04,555.0,18.0,1803.987,0.498,12
104,Asia,Afghanistan,2020-04-13,607.0,18.0,1803.987,0.498,4
105,Asia,Afghanistan,2020-04-14,665.0,21.0,1803.987,0.498,4
106,Asia,Afghanistan,2020-04-15,714.0,23.0,1803.987,0.498,4
107,Asia,Afghanistan,2020-04-16,784.0,25.0,1803.987,0.498,4
108,Asia,Afghanistan,2020-04-17,794.0,29.0,1803.987,0.498,4
109,Asia,Afghanistan,2020-04-18,845.0,30.0,1803.987,0.498,4
110,Asia,Afghanistan,2020-04-19,908.0,30.0,1803.987,0.498,4
111,Asia,Afghanistan,2020-04-20,996.0,33.0,1803.987,0.498,4
112,Asia,Afghanistan,2020-04-21,1031.0,35.0,1803.987,0.498,4
113,Asia,Afghanistan,2020-04-22,1092.0,36.0,1803.987,0.498,4
114,Asia,Afghanistan,2020-04-23,1176.0,40.0,1803.987,0.498,4
115,Asia,Afghanistan,2020-04-24,1281.0,42.0,1803.987,0.498,4
116,Asia,Afghanistan,2020-04-25,1351.0,43.0,1803.987,0.498,4
117,Asia,Afghanistan,2020-04-26,1463.0,47.0,1803.987,0.498,4
118,Asia,Afghanistan,2020-04-27,1531.0,57.0,1803.987,0.498,4
119,Asia,Afghanistan,2020-04-28,1703.0,57.0,1803.987,0.498,4
120,Asia,Afghanistan,2020-04-29,1827.0,60.0,1803.987,0.498,4
121,Asia,Afghanistan,2020-04-30,1949.0,60.0,1803.987,0.498,4
122,Asia,Afghanistan,2020-01-05,2171.0,64.0,1803.987,0.498,1
123,Asia,Afghanistan,2020-02-05,2335.0,68.0,1803.987,0.498,2
124,Asia,Afghanistan,2020-03-05,2469.0,72.0,1803.987,0.498,3
125,Asia,Afghanistan,2020-04-05,2704.0,85.0,1803.987,0.498,4
126,Asia,Afghanistan,2020-05-05,2894.0,90.0,1803.987,0.498,5
127,Asia,Afghanistan,2020-06-05,3224.0,95.0,1803.987,0.498,6
128,Asia,Afghanistan,2020-07-05,3392.0,104.0,1803.987,0.498,7
129,Asia,Afghanistan,2020-08-05,3563.0,106.0,1803.987,0.498,8
130,Asia,Afghanistan,2020-09-05,3778.0,109.0,1803.987,0.498,9
131,Asia,Afghanistan,2020-10-05,4033.0,115.0,1803.987,0.498,10
132,Asia,Afghanistan,2020-11-05,4402.0,120.0,1803.987,0.498,11
133,Asia,Afghanistan,2020-12-05,4687.0,122.0,1803.987,0.498,12
134,Asia,Afghanistan,2020-05-13,4967.0,127.0,1803.987,0.498,5
135,Asia,Afghanistan,2020-05-14,5226.0,130.0,1803.987,0.498,5
136,Asia,Afghanistan,2020-05-15,5339.0,136.0,1803.987,0.498,5
137,Asia,Afghanistan,2020-05-16,6402.0,168.0,1803.987,0.498,5
138,Asia,Afghanistan,2020-05-17,6402.0,168.0,1803.987,0.498,5
139,Asia,Afghanistan,2020-05-18,6664.0,169.0,1803.987,0.498,5
140,Asia,Afghanistan,2020-05-19,7072.0,173.0,1803.987,0.498,5
141,Asia,Afghanistan,2020-05-20,7653.0,178.0,1803.987,0.498,5
142,Asia,Afghanistan,2020-05-21,8145.0,187.0,1803.987,0.498,5
143,Asia,Afghanistan,2020-05-22,8676.0,193.0,1803.987,0.498,5
144,Asia,Afghanistan,2020-05-23,9216.0,205.0,1803.987,0.498,5
145,Asia,Afghanistan,2020-05-24,9998.0,216.0,1803.987,0.498,5
146,Asia,Afghanistan,2020-05-25,10582.0,218.0,1803.987,0.498,5
147,Asia,Afghanistan,2020-05-26,11173.0,219.0,1803.987,0.498,5
148,Asia,Afghanistan,2020-05-27,11831.0,220.0,1803.987,0.498,5
149,Asia,Afghanistan,2020-05-28,12456.0,227.0,1803.987,0.498,5
150,Asia,Afghanistan,2020-05-29,13036.0,235.0,1803.987,0.498,5
151,Asia,Afghanistan,2020-05-30,13659.0,246.0,1803.987,0.498,5
152,Asia,Afghanistan,2020-05-31,14525.0,249.0,1803.987,0.498,5
153,Asia,Afghanistan,2020-01-06,15205.0,257.0,1803.987,0.498,1
154,Asia,Afghanistan,2020-02-06,15750.0,265.0,1803.987,0.498,2
155,Asia,Afghanistan,2020-03-06,16509.0,270.0,1803.987,0.498,3
156,Asia,Afghanistan,2020-04-06,17267.0,294.0,1803.987,0.498,4
157,Asia,Afghanistan,2020-05-06,18054.0,300.0,1803.987,0.498,5
158,Asia,Afghanistan,2020-06-06,18969.0,309.0,1803.987,0.498,6
159,Asia,Afghanistan,2020-07-06,19551.0,327.0,1803.987,0.498,7
160,Asia,Afghanistan,2020-08-06,20342.0,357.0,1803.987,0.498,8
161,Asia,Afghanistan,2020-09-06,20917.0,369.0,1803.987,0.498,9
162,Asia,Afghanistan,2020-10-06,21459.0,384.0,1803.987,0.498,10
163,Asia,Afghanistan,2020-11-06,22143.0,405.0,1803.987,0.498,11
164,Asia,Afghanistan,2020-12-06,22890.0,426.0,1803.987,0.498,12
165,Asia,Afghanistan,2020-06-13,23546.0,446.0,1803.987,0.498,6
166,Asia,Afghanistan,2020-06-14,24102.0,451.0,1803.987,0.498,6
167,Asia,Afghanistan,2020-06-15,24766.0,471.0,1803.987,0.498,6
168,Asia,Afghanistan,2020-06-16,25527.0,478.0,1803.987,0.498,6
169,Asia,Afghanistan,2020-06-17,26310.0,491.0,1803.987,0.498,6
170,Asia,Afghanistan,2020-06-18,26874.0,504.0,1803.987,0.498,6
171,Asia,Afghanistan,2020-06-19,27532.0,546.0,1803.987,0.498,6
172,Asia,Afghanistan,2020-06-20,27878.0,548.0,1803.987,0.498,6
173,Asia,Afghanistan,2020-06-21,28424.0,569.0,1803.987,0.498,6
174,Asia,Afghanistan,2020-06-22,28833.0,581.0,1803.987,0.498,6
175,Asia,Afghanistan,2020-06-23,29143.0,598.0,1803.987,0.498,6
176,Asia,Afghanistan,2020-06-24,29481.0,618.0,1803.987,0.498,6
177,Asia,Afghanistan,2020-06-25,29715.0,639.0,1803.987,0.498,6
178,Asia,Afghanistan,2020-06-26,30175.0,675.0,1803.987,0.498,6
179,Asia,Afghanistan,2020-06-27,30451.0,683.0,1803.987,0.498,6
180,Asia,Afghanistan,2020-06-28,30616.0,703.0,1803.987,0.498,6
181,Asia,Afghanistan,2020-06-29,30967.0,721.0,1803.987,0.498,6
182,Asia,Afghanistan,2020-06-30,31238.0,733.0,1803.987,0.498,6
183,Asia,Afghanistan,2020-01-07,31517.0,746.0,1803.987,0.498,1
184,Asia,Afghanistan,2020-02-07,31836.0,774.0,1803.987,0.498,2
185,Asia,Afghanistan,2020-03-07,32022.0,807.0,1803.987,0.498,3
186,Asia,Afghanistan,2020-04-07,32324.0,819.0,1803.987,0.498,4
187,Asia,Afghanistan,2020-05-07,32672.0,826.0,1803.987,0.498,5
188,Asia,Afghanistan,2020-06-07,32951.0,864.0,1803.987,0.498,6
189,Asia,Afghanistan,2020-07-07,33384.0,920.0,1803.987,0.498,7
190,Asia,Afghanistan,2020-08-07,33594.0,936.0,1803.987,0.498,8
191,Asia,Afghanistan,2020-09-07,33653.0,937.0,1803.987,0.498,9
192,Asia,Afghanistan,2020-10-07,33908.0,957.0,1803.987,0.498,10
193,Asia,Afghanistan,2020-11-07,34366.0,994.0,1803.987,0.498,11
194,Asia,Afghanistan,2020-12-07,34451.0,1010.0,1803.987,0.498,12
195,Asia,Afghanistan,2020-07-13,34451.0,1010.0,1803.987,0.498,7
196,Asia,Afghanistan,2020-07-14,34455.0,1012.0,1803.987,0.498,7
197,Asia,Afghanistan,2020-07-15,34740.0,1045.0,1803.987,0.498,7
198,Asia,Afghanistan,2020-07-16,34994.0,1094.0,1803.987,0.498,7
199,Asia,Afghanistan,2020-07-17,35070.0,1115.0,1803.987,0.498,7
200,Asia,Afghanistan,2020-07-18,35289.0,1147.0,1803.987,0.498,7
201,Asia,Afghanistan,2020-07-19,35301.0,1164.0,1803.987,0.498,7
202,Asia,Afghanistan,2020-07-20,35475.0,1181.0,1803.987,0.498,7
203,Asia,Afghanistan,2020-07-21,35615.0,1186.0,1803.987,0.498,7
204,Asia,Afghanistan,2020-07-22,35727.0,1190.0,1803.987,0.498,7
205,Asia,Afghanistan,2020-07-23,35915.0,1211.0,1803.987,0.498,7
206,Asia,Afghanistan,2020-07-24,35928.0,1211.0,1803.987,0.498,7
207,Asia,Afghanistan,2020-07-25,36036.0,1246.0,1803.987,0.498,7
208,Asia,Afghanistan,2020-07-26,36157.0,1259.0,1803.987,0.498,7
209,Asia,Afghanistan,2020-07-27,36263.0,1269.0,1803.987,0.498,7
210,Asia,Afghanistan,2020-07-28,36368.0,1270.0,1803.987,0.498,7
211,Asia,Afghanistan,2020-07-29,36471.0,1271.0,1803.987,0.498,7
212,Asia,Afghanistan,2020-07-30,36471.0,1271.0,1803.987,0.498,7
213,Asia,Afghanistan,2020-07-31,36542.0,1271.0,1803.987,0.498,7
214,Asia,Afghanistan,2020-01-08,36710.0,1283.0,1803.987,0.498,1
215,Asia,Afghanistan,2020-02-08,36710.0,1283.0,1803.987,0.498,2
216,Asia,Afghanistan,2020-03-08,36710.0,1284.0,1803.987,0.498,3
217,Asia,Afghanistan,2020-04-08,36747.0,1288.0,1803.987,0.498,4
218,Asia,Afghanistan,2020-05-08,36829.0,1294.0,1803.987,0.498,5
219,Asia,Afghanistan,2020-06-08,36896.0,1298.0,1803.987,0.498,6
220,Asia,Afghanistan,2020-07-08,36937.0,1298.0,1803.987,0.498,7
221,Asia,Afghanistan,2020-08-08,37015.0,1307.0,1803.987,0.498,8
222,Asia,Afghanistan,2020-09-08,37054.0,1312.0,1803.987,0.498,9
223,Asia,Afghanistan,2020-10-08,37054.0,1312.0,1803.987,0.498,10
224,Asia,Afghanistan,2020-11-08,37054.0,1312.0,1803.987,0.498,11
225,Asia,Afghanistan,2020-12-08,37269.0,1344.0,1803.987,0.498,12
226,Asia,Afghanistan,2020-08-13,37345.0,1354.0,1803.987,0.498,8
227,Asia,Afghanistan,2020-08-14,37424.0,1363.0,1803.987,0.498,8
228,Asia,Afghanistan,2020-08-15,37431.0,1363.0,1803.987,0.498,8
229,Asia,Afghanistan,2020-08-16,37551.0,1370.0,1803.987,0.498,8
230,Asia,Afghanistan,2020-08-17,37596.0,1375.0,1803.987,0.498,8
231,Asia,Afghanistan,2020-08-18,37599.0,1375.0,1803.987,0.498,8
232,Asia,Afghanistan,2020-08-19,37599.0,1375.0,1803.987,0.498,8
233,Asia,Afghanistan,2020-08-20,37759.0,1383.0,1803.987,0.498,8
234,Asia,Afghanistan,2020-08-21,37856.0,1385.0,1803.987,0.498,8
235,Asia,Afghanistan,2020-08-22,37894.0,1385.0,1803.987,0.498,8
236,Asia,Afghanistan,2020-08-23,37999.0,1387.0,1803.987,0.498,8
237,Asia,Afghanistan,2020-08-24,37999.0,1387.0,1803.987,0.498,8
238,Asia,Afghanistan,2020-08-25,38070.0,1397.0,1803.987,0.498,8
239,Asia,Afghanistan,2020-08-26,38071.0,1397.0,1803.987,0.498,8
240,Asia,Afghanistan,2020-08-27,38126.0,1401.0,1803.987,0.498,8
241,Asia,Afghanistan,2020-08-28,38129.0,1401.0,1803.987,0.498,8
242,Asia,Afghanistan,2020-08-29,38140.0,1402.0,1803.987,0.498,8
243,Asia,Afghanistan,2020-08-30,38143.0,1402.0,1803.987,0.498,8
244,Asia,Afghanistan,2020-08-31,38162.0,1402.0,1803.987,0.498,8
245,Asia,Afghanistan,2020-01-09,38196.0,1406.0,1803.987,0.498,1
246,Asia,Afghanistan,2020-02-09,38205.0,1406.0,1803.987,0.498,2
247,Asia,Afghanistan,2020-03-09,38243.0,1409.0,1803.987,0.498,3
248,Asia,Afghanistan,2020-04-09,38288.0,1410.0,1803.987,0.498,4
249,Asia,Afghanistan,2020-05-09,38304.0,1410.0,1803.987,0.498,5
250,Asia,Afghanistan,2020-06-09,38324.0,1410.0,1803.987,0.498,6
251,Asia,Afghanistan,2020-07-09,38398.0,1412.0,1803.987,0.498,7
252,Asia,Afghanistan,2020-08-09,38494.0,1415.0,1803.987,0.498,8
253,Asia,Afghanistan,2020-09-09,38520.0,1418.0,1803.987,0.498,9
254,Asia,Afghanistan,2020-10-09,38544.0,1420.0,1803.987,0.498,10
255,Asia,Afghanistan,2020-11-09,38572.0,1420.0,1803.987,0.498,11
256,Asia,Afghanistan,2020-12-09,38606.0,1420.0,1803.987,0.498,12
257,Asia,Afghanistan,2020-09-13,38641.0,1420.0,1803.987,0.498,9
258,Asia,Afghanistan,2020-09-14,38716.0,1420.0,1803.987,0.498,9
259,Asia,Afghanistan,2020-09-15,38815.0,1426.0,1803.987,0.498,9
260,Asia,Afghanistan,2020-09-16,38855.0,1436.0,1803.987,0.498,9
261,Asia,Afghanistan,2020-09-17,38872.0,1436.0,1803.987,0.498,9
262,Asia,Afghanistan,2020-09-18,38872.0,1436.0,1803.987,0.498,9
263,Asia,Afghanistan,2020-09-19,38919.0,1437.0,1803.987,0.498,9
264,Asia,Afghanistan,2020-09-20,39044.0,1441.0,1803.987,0.498,9
265,Asia,Afghanistan,2020-09-21,39044.0,1441.0,1803.987,0.498,9
266,Asia,Afghanistan,2020-09-22,39074.0,1444.0,1803.987,0.498,9
267,Asia,Afghanistan,2020-09-23,39145.0,1446.0,1803.987,0.498,9
268,Asia,Afghanistan,2020-09-24,39170.0,1451.0,1803.987,0.498,9
269,Asia,Afghanistan,2020-09-25,39186.0,1451.0,1803.987,0.498,9
270,Asia,Afghanistan,2020-09-26,39192.0,1453.0,1803.987,0.498,9
271,Asia,Afghanistan,2020-09-27,39227.0,1453.0,1803.987,0.498,9
272,Asia,Afghanistan,2020-09-28,39227.0,1453.0,1803.987,0.498,9
273,Asia,Afghanistan,2020-09-29,39239.0,1456.0,1803.987,0.498,9
274,Asia,Afghanistan,2020-09-30,39254.0,1458.0,1803.987,0.498,9
275,Asia,Afghanistan,2020-01-10,39268.0,1458.0,1803.987,0.498,1
276,Asia,Afghanistan,2020-02-10,39285.0,1458.0,1803.987,0.498,2
277,Asia,Afghanistan,2020-03-10,39290.0,1458.0,1803.987,0.498,3
278,Asia,Afghanistan,2020-04-10,39297.0,1462.0,1803.987,0.498,4
279,Asia,Afghanistan,2020-05-10,39341.0,1462.0,1803.987,0.498,5
280,Asia,Afghanistan,2020-06-10,39486.0,1467.0,1803.987,0.498,6
281,Asia,Afghanistan,2020-07-10,39548.0,1469.0,1803.987,0.498,7
282,Asia,Afghanistan,2020-08-10,39616.0,1470.0,1803.987,0.498,8
283,Asia,Afghanistan,2020-09-10,39693.0,1472.0,1803.987,0.498,9
284,Asia,Afghanistan,2020-10-10,39703.0,1473.0,1803.987,0.498,10
285,Asia,Afghanistan,2020-11-10,39703.0,1473.0,1803.987,0.498,11
286,Asia,Afghanistan,2020-12-10,39799.0,1477.0,1803.987,0.498,12
287,Asia,Afghanistan,2020-10-13,39928.0,1480.0,1803.987,0.498,10
288,Asia,Afghanistan,2020-10-14,39994.0,1480.0,1803.987,0.498,10
289,Asia,Afghanistan,2020-10-15,40026.0,1481.0,1803.987,0.498,10
290,Asia,Afghanistan,2020-10-16,40026.0,1481.0,1803.987,0.498,10
291,Asia,Afghanistan,2020-10-17,40073.0,1485.0,1803.987,0.498,10
292,Asia,Afghanistan,2020-10-18,40141.0,1488.0,1803.987,0.498,10
293,Asia,Afghanistan,2020-10-19,40200.0,1492.0,1803.987,0.498,10
294,Asia,Afghanistan,2020-10-20,40287.0,1497.0,1803.987,0.498,10
295,Asia,Afghanistan,2020-10-21,40375.0,1499.0,1803.987,0.498,10
296,Asia,Afghanistan,2020-10-22,40510.0,1501.0,1803.987,0.498,10
297,Asia,Afghanistan,2020-10-23,40626.0,1505.0,1803.987,0.498,10
298,Asia,Afghanistan,2020-10-24,40687.0,1507.0,1803.987,0.498,10
299,Asia,Afghanistan,2020-10-25,40768.0,1511.0,1803.987,0.498,10
300,Asia,Afghanistan,2020-10-26,40833.0,1514.0,1803.987,0.498,10
301,Asia,Afghanistan,2020-10-27,41032.0,1522.0,1803.987,0.498,10
302,Asia,Afghanistan,2020-10-28,41145.0,1529.0,1803.987,0.498,10
303,Asia,Afghanistan,2020-10-29,41145.0,1529.0,1803.987,0.498,10
304,Asia,Afghanistan,2020-10-30,41268.0,1532.0,1803.987,0.498,10
305,Asia,Afghanistan,2020-10-31,41425.0,1536.0,1803.987,0.498,10
306,Asia,Afghanistan,2020-01-11,41501.0,1536.0,1803.987,0.498,1
307,Asia,Afghanistan,2020-02-11,41633.0,1541.0,1803.987,0.498,2
308,Asia,Afghanistan,2020-03-11,41728.0,1544.0,1803.987,0.498,3
309,Asia,Afghanistan,2020-04-11,41814.0,1548.0,1803.987,0.498,4
310,Asia,Afghanistan,2020-05-11,41935.0,1554.0,1803.987,0.498,5
311,Asia,Afghanistan,2020-06-11,41975.0,1554.0,1803.987,0.498,6
312,Asia,Afghanistan,2020-07-11,42033.0,1556.0,1803.987,0.498,7
313,Asia,Afghanistan,2020-08-11,42159.0,1562.0,1803.987,0.498,8
314,Asia,Afghanistan,2020-09-11,42239.0,1565.0,1803.987,0.498,9
315,Asia,Afghanistan,2020-10-11,42463.0,1577.0,1803.987,0.498,10
316,Asia,Afghanistan,2020-11-11,42463.0,1577.0,1803.987,0.498,11
317,Asia,Afghanistan,2020-12-11,42609.0,1581.0,1803.987,0.498,12
318,Asia,Afghanistan,2020-11-13,42969.0,1595.0,1803.987,0.498,11
319,Asia,Afghanistan,2020-11-14,43035.0,1605.0,1803.987,0.498,11
320,Asia,Afghanistan,2020-11-15,43240.0,1617.0,1803.987,0.498,11
321,Asia,Afghanistan,2020-11-16,43403.0,1626.0,1803.987,0.498,11
322,Asia,Afghanistan,2020-11-17,43468.0,1632.0,1803.987,0.498,11
323,Europe,Albania,2020-09-03,2.0,0.0,11803.431,0.785,9
324,Europe,Albania,2020-10-03,6.0,0.0,11803.431,0.785,10
325,Europe,Albania,2020-11-03,10.0,0.0,11803.431,0.785,11
326,Europe,Albania,2020-12-03,11.0,1.0,11803.431,0.785,12
327,Europe,Albania,2020-03-13,23.0,1.0,11803.431,0.785,3
328,Europe,Albania,2020-03-14,33.0,1.0,11803.431,0.785,3
329,Europe,Albania,2020-03-15,38.0,1.0,11803.431,0.785,3
330,Europe,Albania,2020-03-16,42.0,1.0,11803.431,0.785,3
331,Europe,Albania,2020-03-17,51.0,1.0,11803.431,0.785,3
332,Europe,Albania,2020-03-18,55.0,1.0,11803.431,0.785,3
333,Europe,Albania,2020-03-19,59.0,2.0,11803.431,0.785,3
334,Europe,Albania,2020-03-20,70.0,2.0,11803.431,0.785,3
335,Europe,Albania,2020-03-21,70.0,2.0,11803.431,0.785,3
336,Europe,Albania,2020-03-22,76.0,2.0,11803.431,0.785,3
337,Europe,Albania,2020-03-23,89.0,2.0,11803.431,0.785,3
338,Europe,Albania,2020-03-24,100.0,4.0,11803.431,0.785,3
339,Europe,Albania,2020-03-25,123.0,5.0,11803.431,0.785,3
340,Europe,Albania,2020-03-26,146.0,5.0,11803.431,0.785,3
341,Europe,Albania,2020-03-27,174.0,6.0,11803.431,0.785,3
342,Europe,Albania,2020-03-28,186.0,9.0,11803.431,0.785,3
343,Europe,Albania,2020-03-29,197.0,10.0,11803.431,0.785,3
344,Europe,Albania,2020-03-30,212.0,10.0,11803.431,0.785,3
345,Europe,Albania,2020-03-31,223.0,12.0,11803.431,0.785,3
346,Europe,Albania,2020-01-04,243.0,15.0,11803.431,0.785,1
347,Europe,Albania,2020-02-04,259.0,15.0,11803.431,0.785,2
348,Europe,Albania,2020-03-04,277.0,16.0,11803.431,0.785,3
349,Europe,Albania,2020-04-04,304.0,17.0,11803.431,0.785,4
